No,Machine,Point,Temp,Createtime
2013031,2,C,109.1,2023-09-25 16:21:29
2013029,2,C,108,2023-09-25 16:21:28
2013027,2,C,109.1,2023-09-25 16:21:27
2013025,2,C,110.8,2023-09-25 16:21:26
2013023,2,C,112,2023-09-25 16:21:25
2013021,2,C,109.7,2023-09-25 16:21:24
2013019,2,C,111.4,2023-09-25 16:21:23
2013017,2,C,110.8,2023-09-25 16:21:22
2013015,2,C,112.4,2023-09-25 16:21:21
2013013,2,C,110.8,2023-09-25 16:21:20
2013011,2,C,112.4,2023-09-25 16:21:19
2013009,2,C,112.4,2023-09-25 16:21:18
2013007,2,C,110.8,2023-09-25 16:21:17
2013005,2,C,112,2023-09-25 16:21:16
2013003,2,C,113.6,2023-09-25 16:21:15
2013001,2,C,114.4,2023-09-25 16:21:14
2012999,2,C,113.7,2023-09-25 16:21:13
2012997,2,C,112.4,2023-09-25 16:21:12
2012995,2,C,109.1,2023-09-25 16:21:11
2012993,2,C,115.1,2023-09-25 16:21:10
2012991,2,C,112.4,2023-09-25 16:21:09
2012989,2,C,109.7,2023-09-25 16:21:08
2012987,2,C,110.8,2023-09-25 16:21:07
2012985,2,C,110.8,2023-09-25 16:21:05
2012984,2,C,110.8,2023-09-25 16:21:04
2012981,2,C,112,2023-09-25 16:21:03
2012979,2,C,114.2,2023-09-25 16:21:02
2012977,2,C,112.4,2023-09-25 16:21:01
2012975,2,C,113.7,2023-09-25 16:21:00
2012973,2,C,109.1,2023-09-25 16:20:59
2012971,2,C,109.1,2023-09-25 16:20:58
2012969,2,C,115.1,2023-09-25 16:20:57
2012967,2,C,111.4,2023-09-25 16:20:56
2012965,2,C,112.4,2023-09-25 16:20:55
2012962,2,C,111.4,2023-09-25 16:20:54
2012959,2,C,110.2,2023-09-25 16:20:53
2012956,2,C,109.7,2023-09-25 16:20:52
2012953,2,C,111.4,2023-09-25 16:20:51
2012950,2,C,112,2023-09-25 16:20:50
2012947,2,C,109.7,2023-09-25 16:20:49
2012944,2,C,106.8,2023-09-25 16:20:48
2012941,2,C,112.8,2023-09-25 16:20:47
2012938,2,C,110.8,2023-09-25 16:20:45
2012935,2,C,110.2,2023-09-25 16:20:44
2012932,2,C,112.8,2023-09-25 16:20:43
2012929,2,C,112.4,2023-09-25 16:20:42
2012926,2,C,113.3,2023-09-25 16:20:41
2012923,2,C,112.8,2023-09-25 16:20:40
2012921,2,C,112.8,2023-09-25 16:20:39
2012919,2,C,110.8,2023-09-25 16:20:38
2012916,2,C,112.8,2023-09-25 16:20:37
2012913,2,C,110.8,2023-09-25 16:20:36
2012910,2,C,112.8,2023-09-25 16:20:35
2012907,2,C,111.4,2023-09-25 16:20:34
2012904,2,C,111.4,2023-09-25 16:20:33
2012901,2,C,108.5,2023-09-25 16:20:32
2012898,2,C,110.2,2023-09-25 16:20:31
2012895,2,C,111.4,2023-09-25 16:20:30
2012892,2,C,110.2,2023-09-25 16:20:29
2012889,2,C,110.2,2023-09-25 16:20:28
2012886,2,C,112,2023-09-25 16:20:27
2012884,2,C,112,2023-09-25 16:20:26
2012882,2,C,112.8,2023-09-25 16:20:25
2012880,2,C,112.8,2023-09-25 16:20:23
2012878,2,C,112.4,2023-09-25 16:20:22
2012876,2,C,110.8,2023-09-25 16:20:21
2012874,2,C,112,2023-09-25 16:20:20
2012872,2,C,109.7,2023-09-25 16:20:18
2012870,2,C,112.4,2023-09-25 16:20:17
2012868,2,C,110.8,2023-09-25 16:20:16
2012866,2,C,110.8,2023-09-25 16:20:15
2012864,2,C,107.4,2023-09-25 16:20:14
2012862,2,C,106.8,2023-09-25 16:20:13
2012860,2,C,105.7,2023-09-25 16:20:12
2012858,2,C,103.3,2023-09-25 16:20:11
2012856,2,C,103.3,2023-09-25 16:20:10
2012854,2,C,104,2023-09-25 16:20:09
2012852,2,C,101.9,2023-09-25 16:20:08
2012850,2,C,98.4,2023-09-25 16:20:07
2012848,2,C,104,2023-09-25 16:20:06
2012846,2,C,100,2023-09-25 16:20:05
2012844,2,C,99.2,2023-09-25 16:20:04
2012842,2,C,102.6,2023-09-25 16:20:03
2012840,2,C,103.3,2023-09-25 16:20:02
2012838,2,C,105.1,2023-09-25 16:20:01
2012836,2,C,101.3,2023-09-25 16:19:59
2012834,2,C,102.6,2023-09-25 16:19:58
2012832,2,C,97.6,2023-09-25 16:19:57
2012830,2,C,97.6,2023-09-25 16:19:56
2012828,2,C,101.9,2023-09-25 16:19:55
2012826,2,C,101.3,2023-09-25 16:19:54
2012824,2,C,102.6,2023-09-25 16:19:53
2012822,2,C,101.9,2023-09-25 16:19:52
2012820,2,C,100.6,2023-09-25 16:19:51
2012818,2,C,97.6,2023-09-25 16:19:50
2012816,2,C,101.9,2023-09-25 16:19:49
2012814,2,C,104,2023-09-25 16:19:48
2012812,2,C,101.9,2023-09-25 16:19:47
2012810,2,C,104,2023-09-25 16:19:46
2012808,2,C,102.6,2023-09-25 16:19:45
2012806,2,C,100,2023-09-25 16:19:44
2012805,2,C,102.6,2023-09-25 16:19:43
2012802,2,C,104,2023-09-25 16:19:42
2012800,2,C,101.9,2023-09-25 16:19:41
2012798,2,C,106.8,2023-09-25 16:19:40
2012796,2,C,104.5,2023-09-25 16:19:38
2012794,2,C,104,2023-09-25 16:19:37
2012792,2,C,108.5,2023-09-25 16:19:36
2012790,2,C,105.1,2023-09-25 16:19:35
2012788,2,C,108.5,2023-09-25 16:19:34
2012786,2,C,103.3,2023-09-25 16:19:33
2012784,2,C,106.2,2023-09-25 16:19:32
2012782,2,C,108,2023-09-25 16:19:31
2012780,2,C,106.8,2023-09-25 16:19:30
2012778,2,C,109.1,2023-09-25 16:19:29
2012776,2,C,108,2023-09-25 16:19:28
2012775,2,C,110.2,2023-09-25 16:19:27
2012772,2,C,104.5,2023-09-25 16:19:25
2012770,2,C,109.1,2023-09-25 16:19:24
2012768,2,C,106.8,2023-09-25 16:19:23
2012766,2,C,109.1,2023-09-25 16:19:22
2012764,2,C,110.8,2023-09-25 16:19:21
2012762,2,C,110.8,2023-09-25 16:19:20
2012761,2,C,111.4,2023-09-25 16:19:18
2012758,2,C,108.5,2023-09-25 16:19:17
2012756,2,C,111.4,2023-09-25 16:19:16
2012754,2,C,112,2023-09-25 16:19:15
2012752,2,C,108.5,2023-09-25 16:19:14
2012750,2,C,109.1,2023-09-25 16:19:13
2012748,2,C,109.7,2023-09-25 16:19:12
2012746,2,C,108.5,2023-09-25 16:19:11
2012744,2,C,111.4,2023-09-25 16:19:10
2012742,2,C,114.6,2023-09-25 16:19:09
2012740,2,C,110.2,2023-09-25 16:19:08
2012739,2,C,112.4,2023-09-25 16:19:06
2012737,2,C,106.8,2023-09-25 16:19:05
2012735,2,C,112,2023-09-25 16:19:04
2012733,2,C,112.4,2023-09-25 16:19:03
2012731,2,C,110.8,2023-09-25 16:19:02
2012729,2,C,112,2023-09-25 16:19:01
2012727,2,C,111.4,2023-09-25 16:19:00
2012725,2,C,111.4,2023-09-25 16:18:59
2012723,2,C,112.4,2023-09-25 16:18:58
2012721,2,C,112.4,2023-09-25 16:18:57
2012719,2,C,109.1,2023-09-25 16:18:56
2012717,2,C,114.2,2023-09-25 16:18:55
2012715,2,C,112,2023-09-25 16:18:54
2012713,2,C,109.7,2023-09-25 16:18:53
2012711,2,C,109.1,2023-09-25 16:18:52
2012709,2,C,113.3,2023-09-25 16:18:51
2012707,2,C,110.8,2023-09-25 16:18:50
2012705,2,C,111.4,2023-09-25 16:18:49
2012703,2,C,109.7,2023-09-25 16:18:48
2012701,2,C,113.7,2023-09-25 16:18:46
2012699,2,C,112,2023-09-25 16:18:45
2012697,2,C,113.7,2023-09-25 16:18:44
2012695,2,C,111.4,2023-09-25 16:18:43
2012692,2,C,112.4,2023-09-25 16:18:42
2012689,2,C,112.8,2023-09-25 16:18:41
2012686,2,C,111.4,2023-09-25 16:18:40
2012683,2,C,109.7,2023-09-25 16:18:39
2012680,2,C,111.4,2023-09-25 16:18:37
2012677,2,C,112,2023-09-25 16:18:36
2012674,2,C,109.7,2023-09-25 16:18:35
2012671,2,C,110.8,2023-09-25 16:18:34
2012668,2,C,110.2,2023-09-25 16:18:33
2012665,2,C,110.2,2023-09-25 16:18:32
2012662,2,C,108.5,2023-09-25 16:18:31
2012659,2,C,112.4,2023-09-25 16:18:30
2012656,2,C,113.7,2023-09-25 16:18:29
2012653,2,C,112.4,2023-09-25 16:18:28
2012650,2,C,110.2,2023-09-25 16:18:27
2012647,2,C,112.4,2023-09-25 16:18:26
2012644,2,C,111.4,2023-09-25 16:18:25
2012641,2,C,110.8,2023-09-25 16:18:24
2012638,2,C,107.4,2023-09-25 16:18:22
2012636,2,C,108.5,2023-09-25 16:18:21
2012633,2,C,111.4,2023-09-25 16:18:20
2012630,2,C,110.8,2023-09-25 16:18:19
2012627,2,C,111.4,2023-09-25 16:18:18
2012624,2,C,114.2,2023-09-25 16:18:17
2012621,2,C,110.8,2023-09-25 16:18:16
2012618,2,C,108.5,2023-09-25 16:18:15
2012616,2,C,106.8,2023-09-25 16:18:14
2012614,2,C,108.5,2023-09-25 16:18:13
2012612,2,C,109.7,2023-09-25 16:18:12
2012610,2,C,111.4,2023-09-25 16:18:10
2012608,2,C,107.4,2023-09-25 16:18:09
2012606,2,C,107.4,2023-09-25 16:18:08
2012604,2,C,105.7,2023-09-25 16:18:07
2012602,2,C,104,2023-09-25 16:18:06
2012600,2,C,106.2,2023-09-25 16:18:05
2012598,2,C,100,2023-09-25 16:18:04
2012596,2,C,102.6,2023-09-25 16:18:03
2012594,2,C,101.9,2023-09-25 16:18:02
2012592,2,C,107.4,2023-09-25 16:18:01
2012590,2,C,104,2023-09-25 16:18:00
2012588,2,C,106.2,2023-09-25 16:17:59
2012586,2,C,103.3,2023-09-25 16:17:58
2012584,2,C,101.9,2023-09-25 16:17:57
2012582,2,C,101.3,2023-09-25 16:17:56
2012580,2,C,100.6,2023-09-25 16:17:55
2012578,2,C,100,2023-09-25 16:17:54
2012576,2,C,98.4,2023-09-25 16:17:52
2012574,2,C,98.4,2023-09-25 16:17:51
2012572,2,C,98.4,2023-09-25 16:17:50
2012571,2,C,101.3,2023-09-25 16:17:49
2012568,2,C,97.6,2023-09-25 16:17:48
2012566,2,C,98.4,2023-09-25 16:17:47
2012564,2,C,95,2023-09-25 16:17:46
2012562,2,C,101.9,2023-09-25 16:17:45
2012560,2,C,99.2,2023-09-25 16:17:44
2012558,2,C,100.6,2023-09-25 16:17:43
2012556,2,C,104.5,2023-09-25 16:17:42
2012554,2,C,104.5,2023-09-25 16:17:41
2012552,2,C,100,2023-09-25 16:17:40
2012550,2,C,103.3,2023-09-25 16:17:39
2012548,2,C,105.7,2023-09-25 16:17:38
2012546,2,C,103.3,2023-09-25 16:17:37
2012544,2,C,104.5,2023-09-25 16:17:36
2012542,2,C,100,2023-09-25 16:17:34
2012540,2,C,101.9,2023-09-25 16:17:33
2012538,2,C,101.9,2023-09-25 16:17:32
2012536,2,C,104,2023-09-25 16:17:31
2012534,2,C,107.4,2023-09-25 16:17:30
2012532,2,C,103.3,2023-09-25 16:17:29
2012530,2,C,103.3,2023-09-25 16:17:28
2012528,2,C,104.5,2023-09-25 16:17:27
2012526,2,C,105.7,2023-09-25 16:17:26
2012524,2,C,104.5,2023-09-25 16:17:25
2012522,2,C,107.4,2023-09-25 16:17:24
2012520,2,C,106.2,2023-09-25 16:17:23
2012518,2,C,106.2,2023-09-25 16:17:21
2012516,2,C,106.2,2023-09-25 16:17:20
2012514,2,C,108,2023-09-25 16:17:19
2012512,2,C,108,2023-09-25 16:17:18
2012510,2,C,111.4,2023-09-25 16:17:17
2012508,2,C,108,2023-09-25 16:17:15
2012506,2,C,109.7,2023-09-25 16:17:14
2012504,2,C,112.4,2023-09-25 16:17:13
2012502,2,C,109.1,2023-09-25 16:17:12
2012500,2,C,112.4,2023-09-25 16:17:11
2012498,2,C,113.2,2023-09-25 16:17:10
2012496,2,C,113.2,2023-09-25 16:17:09
2012494,2,C,112.4,2023-09-25 16:17:08
2012492,2,C,110.2,2023-09-25 16:17:07
2012490,2,C,110.2,2023-09-25 16:17:06
2012488,2,C,109.1,2023-09-25 16:17:05
2012486,2,C,109.1,2023-09-25 16:17:04
2012484,2,C,114,2023-09-25 16:17:02
2012482,2,C,112.4,2023-09-25 16:17:01
2012480,2,C,112.4,2023-09-25 16:17:00
2012478,2,C,110.2,2023-09-25 16:16:59
2012476,2,C,109.7,2023-09-25 16:16:58
2012474,2,C,112,2023-09-25 16:16:57
2012472,2,C,112,2023-09-25 16:16:56
2012470,2,C,114.8,2023-09-25 16:16:55
2012468,2,C,112.8,2023-09-25 16:16:54
2012466,2,C,112.4,2023-09-25 16:16:53
2012464,2,C,112,2023-09-25 16:16:52
2012462,2,C,112.4,2023-09-25 16:16:51
2012460,2,C,112.4,2023-09-25 16:16:50
2012458,2,C,112.8,2023-09-25 16:16:49
2012456,2,C,113.7,2023-09-25 16:16:48
2012454,2,C,112.8,2023-09-25 16:16:47
2012452,2,C,108,2023-09-25 16:16:46
2012450,2,C,113.3,2023-09-25 16:16:45
2012448,2,C,112.4,2023-09-25 16:16:44
2012446,2,C,112,2023-09-25 16:16:42
2012443,2,C,111.4,2023-09-25 16:16:41
2012440,2,C,111.4,2023-09-25 16:16:40
2012437,2,C,111.4,2023-09-25 16:16:39
2012434,2,C,110.2,2023-09-25 16:16:38
2012431,2,C,112,2023-09-25 16:16:37
2012428,2,C,112.8,2023-09-25 16:16:36
2012425,2,C,111.4,2023-09-25 16:16:35
2012423,2,C,112,2023-09-25 16:16:34
2012420,2,C,110.2,2023-09-25 16:16:33
2012417,2,C,108.5,2023-09-25 16:16:32
2012414,2,C,109.1,2023-09-25 16:16:31
2012411,2,C,110.8,2023-09-25 16:16:30
2012408,2,C,109.7,2023-09-25 16:16:29
2012405,2,C,108.5,2023-09-25 16:16:28
2012402,2,C,112,2023-09-25 16:16:27
2012399,2,C,112,2023-09-25 16:16:26
2012396,2,C,108.5,2023-09-25 16:16:25
2012393,2,C,111.4,2023-09-25 16:16:24
2012390,2,C,110.8,2023-09-25 16:16:23
2012387,2,C,110.2,2023-09-25 16:16:21
2012384,2,C,110.2,2023-09-25 16:16:20
2012381,2,C,108.5,2023-09-25 16:16:19
2012378,2,C,112.8,2023-09-25 16:16:18
2012375,2,C,109.7,2023-09-25 16:16:17
2012372,2,C,113.3,2023-09-25 16:16:16
2012369,2,C,112.4,2023-09-25 16:16:15
2012366,2,C,110.2,2023-09-25 16:16:14
2012365,2,C,112,2023-09-25 16:16:13
2012363,2,C,112,2023-09-25 16:16:12
2012361,2,C,107.4,2023-09-25 16:16:11
2012359,2,C,112.4,2023-09-25 16:16:10
2012357,2,C,108.5,2023-09-25 16:16:09
2012355,2,C,110.8,2023-09-25 16:16:08
2012353,2,C,110.8,2023-09-25 16:16:07
2012351,2,C,108.5,2023-09-25 16:16:06
2012349,2,C,105.1,2023-09-25 16:16:05
2012347,2,C,102.6,2023-09-25 16:16:04
2012345,2,C,105.7,2023-09-25 16:16:03
2012343,2,C,107.4,2023-09-25 16:16:02
2012341,2,C,101.3,2023-09-25 16:16:01
2012339,2,C,104,2023-09-25 16:16:00
2012337,2,C,104.5,2023-09-25 16:15:58
2012335,2,C,101.3,2023-09-25 16:15:57
2012333,2,C,100,2023-09-25 16:15:56
2012331,2,C,100,2023-09-25 16:15:55
2012329,2,C,100.6,2023-09-25 16:15:54
2012327,2,C,101.9,2023-09-25 16:15:53
2012325,2,C,102.6,2023-09-25 16:15:52
2012323,2,C,99.2,2023-09-25 16:15:51
2012321,2,C,94,2023-09-25 16:15:50
2012319,2,C,102.6,2023-09-25 16:15:49
2012317,2,C,102.6,2023-09-25 16:15:48
2012315,2,C,97.6,2023-09-25 16:15:47
2012313,2,C,99.2,2023-09-25 16:15:46
2012311,2,C,92,2023-09-25 16:15:45
2012309,2,C,97.6,2023-09-25 16:15:44
2012307,2,C,99.2,2023-09-25 16:15:43
2012305,2,C,102.6,2023-09-25 16:15:42
2012303,2,C,96.8,2023-09-25 16:15:41
2012301,2,C,98.4,2023-09-25 16:15:40
2012299,2,C,102.6,2023-09-25 16:15:39
2012297,2,C,96.8,2023-09-25 16:15:38
2012295,2,C,101.9,2023-09-25 16:15:37
2012293,2,C,97.6,2023-09-25 16:15:35
2012291,2,C,104,2023-09-25 16:15:34
2012289,2,C,102.6,2023-09-25 16:15:33
2012287,2,C,101.9,2023-09-25 16:15:32
2012285,2,C,105.7,2023-09-25 16:15:31
2012283,2,C,105.1,2023-09-25 16:15:30
2012281,2,C,100,2023-09-25 16:15:29
2012279,2,C,104.5,2023-09-25 16:15:28
2012277,2,C,103.3,2023-09-25 16:15:27
2012275,2,C,100.6,2023-09-25 16:15:26
2012273,2,C,105.1,2023-09-25 16:15:25
2012271,2,C,101.3,2023-09-25 16:15:24
2012269,2,C,104,2023-09-25 16:15:23
2012267,2,C,105.1,2023-09-25 16:15:22
2012265,2,C,100,2023-09-25 16:15:21
2012263,2,C,101.9,2023-09-25 16:15:20
2012261,2,C,101.3,2023-09-25 16:15:19
2012259,2,C,104.5,2023-09-25 16:15:18
2012257,2,C,102.6,2023-09-25 16:15:16
2012255,2,C,106.2,2023-09-25 16:15:15
2012253,2,C,109.1,2023-09-25 16:15:14
2012251,2,C,101.9,2023-09-25 16:15:13
2012249,2,C,105.7,2023-09-25 16:15:12
2012247,2,C,108,2023-09-25 16:15:11
2012245,2,C,107.4,2023-09-25 16:15:10
2012243,2,C,106.2,2023-09-25 16:15:09
2012241,2,C,111.4,2023-09-25 16:15:08
2012239,2,C,108,2023-09-25 16:15:07
2012237,2,C,109.1,2023-09-25 16:15:06
2012235,2,C,112.4,2023-09-25 16:15:05
2012233,2,C,110.8,2023-09-25 16:15:04
2012231,2,C,107.4,2023-09-25 16:15:03
2012229,2,C,108.5,2023-09-25 16:15:02
2012227,2,C,109.1,2023-09-25 16:15:01
2012225,2,C,110.8,2023-09-25 16:15:00
2012223,2,C,110.2,2023-09-25 16:14:58
2012221,2,C,112,2023-09-25 16:14:57
2012219,2,C,109.1,2023-09-25 16:14:56
2012217,2,C,112,2023-09-25 16:14:55
2012215,2,C,108.5,2023-09-25 16:14:54
2012213,2,C,112,2023-09-25 16:14:53
2012211,2,C,111.4,2023-09-25 16:14:52
2012209,2,C,110.2,2023-09-25 16:14:51
2012207,2,C,110.8,2023-09-25 16:14:50
2012205,2,C,109.7,2023-09-25 16:14:49
2012203,2,C,108.5,2023-09-25 16:14:48
2012201,2,C,110.8,2023-09-25 16:14:47
2012199,2,C,110.2,2023-09-25 16:14:46
2012197,2,C,113.3,2023-09-25 16:14:45
2012195,2,C,113.3,2023-09-25 16:14:44
2012193,2,C,113.3,2023-09-25 16:14:43
2012191,2,C,111.4,2023-09-25 16:14:42
2012189,2,C,113.3,2023-09-25 16:14:41
2012187,2,C,110.2,2023-09-25 16:14:40
2012185,2,C,110.8,2023-09-25 16:14:38
2012183,2,C,108.5,2023-09-25 16:14:37
2012181,2,C,112.8,2023-09-25 16:14:36
2012179,2,C,110.2,2023-09-25 16:14:35
2012177,2,C,109.7,2023-09-25 16:14:34
2012174,2,C,111.4,2023-09-25 16:14:33
2012171,2,C,109.1,2023-09-25 16:14:32
2012169,2,C,110.8,2023-09-25 16:14:31
2012166,2,C,111.4,2023-09-25 16:14:30
2012163,2,C,113.3,2023-09-25 16:14:29
2012160,2,C,112,2023-09-25 16:14:28
2012157,2,C,112.4,2023-09-25 16:14:27
2012154,2,C,109.1,2023-09-25 16:14:26
2012151,2,C,111.4,2023-09-25 16:14:25
2012148,2,C,112,2023-09-25 16:14:24
2012145,2,C,112.8,2023-09-25 16:14:23
2012142,2,C,108.5,2023-09-25 16:14:22
2012139,2,C,109.7,2023-09-25 16:14:21
2012136,2,C,112,2023-09-25 16:14:20
2012133,2,C,112,2023-09-25 16:14:19
2012130,2,C,113.3,2023-09-25 16:14:17
2012127,2,C,110.2,2023-09-25 16:14:16
2012124,2,C,110.8,2023-09-25 16:14:15
2012121,2,C,113.3,2023-09-25 16:14:14
2012118,2,C,110.8,2023-09-25 16:14:13
2012115,2,C,113.3,2023-09-25 16:14:12
2012113,2,C,108.5,2023-09-25 16:14:11
2012110,2,C,111.4,2023-09-25 16:14:10
2012107,2,C,112.8,2023-09-25 16:14:09
2012104,2,C,110.2,2023-09-25 16:14:08
2012101,2,C,109.7,2023-09-25 16:14:07
2012098,2,C,109.7,2023-09-25 16:14:06
2012096,2,C,111.4,2023-09-25 16:14:05
2012094,2,C,110.2,2023-09-25 16:14:04
2012092,2,C,110.2,2023-09-25 16:14:03
2012090,2,C,110.2,2023-09-25 16:14:02
2012088,2,C,110.2,2023-09-25 16:14:01
2012086,2,C,106.8,2023-09-25 16:14:00
2012084,2,C,104.5,2023-09-25 16:13:59
2012082,2,C,107.4,2023-09-25 16:13:57
2012080,2,C,101.3,2023-09-25 16:13:56
2012078,2,C,105.1,2023-09-25 16:13:55
2012076,2,C,100.6,2023-09-25 16:13:54
2012074,2,C,105.1,2023-09-25 16:13:53
2012072,2,C,104,2023-09-25 16:13:52
2012070,2,C,105.7,2023-09-25 16:13:51
2012068,2,C,104,2023-09-25 16:13:50
2012066,2,C,101.9,2023-09-25 16:13:49
2012064,2,C,100.6,2023-09-25 16:13:48
2012062,2,C,101.9,2023-09-25 16:13:47
2012060,2,C,99.2,2023-09-25 16:13:46
2012058,2,C,99.2,2023-09-25 16:13:45
2012056,2,C,102.6,2023-09-25 16:13:44
2012054,2,C,101.3,2023-09-25 16:13:43
2012052,2,C,101.3,2023-09-25 16:13:42
2012050,2,C,101.3,2023-09-25 16:13:41
2012048,2,C,100.6,2023-09-25 16:13:40
2012046,2,C,100.6,2023-09-25 16:13:39
2012044,2,C,102.6,2023-09-25 16:13:37
2012042,2,C,101.3,2023-09-25 16:13:36
2012040,2,C,101.3,2023-09-25 16:13:35
2012038,2,C,100.6,2023-09-25 16:13:34
2012036,2,C,100.6,2023-09-25 16:13:33
2012034,2,C,103.3,2023-09-25 16:13:32
2012032,2,C,100,2023-09-25 16:13:31
2012030,2,C,100.6,2023-09-25 16:13:30
2012028,2,C,100.6,2023-09-25 16:13:29
2012026,2,C,101.3,2023-09-25 16:13:28
2012024,2,C,105.1,2023-09-25 16:13:27
2012022,2,C,102.6,2023-09-25 16:13:26
2012020,2,C,103.3,2023-09-25 16:13:25
2012018,2,C,104,2023-09-25 16:13:24
2012016,2,C,105.7,2023-09-25 16:13:23
2012014,2,C,105.7,2023-09-25 16:13:22
2012012,2,C,108,2023-09-25 16:13:21
2012010,2,C,104,2023-09-25 16:13:20
2012008,2,C,104.5,2023-09-25 16:13:19
2012006,2,C,106.2,2023-09-25 16:13:18
2012004,2,C,108.5,2023-09-25 16:13:17
2012002,2,C,106.2,2023-09-25 16:13:16
2012000,2,C,104.5,2023-09-25 16:13:15
2011998,2,C,109.1,2023-09-25 16:13:13
2011996,2,C,106.2,2023-09-25 16:13:12
2011994,2,C,107.4,2023-09-25 16:13:11
2011992,2,C,101.9,2023-09-25 16:13:10
2011990,2,C,105.1,2023-09-25 16:13:09
2011988,2,C,106.8,2023-09-25 16:13:08
2011986,2,C,107.4,2023-09-25 16:13:07
2011984,2,C,106.2,2023-09-25 16:13:06
2011982,2,C,109.7,2023-09-25 16:13:05
2011980,2,C,110.2,2023-09-25 16:13:04
2011978,2,C,110.2,2023-09-25 16:13:03
2011976,2,C,112.4,2023-09-25 16:13:02
2011974,2,C,112,2023-09-25 16:13:01
2011972,2,C,111.4,2023-09-25 16:13:00
2011970,2,C,111.4,2023-09-25 16:12:59
2011968,2,C,109.1,2023-09-25 16:12:58
2011966,2,C,108,2023-09-25 16:12:57
2011964,2,C,112.4,2023-09-25 16:12:56
2011962,2,C,111.4,2023-09-25 16:12:55
2011960,2,C,112.4,2023-09-25 16:12:54
2011958,2,C,110.8,2023-09-25 16:12:52
2011956,2,C,111.4,2023-09-25 16:12:51
2011954,2,C,110.8,2023-09-25 16:12:50
2011952,2,C,113.3,2023-09-25 16:12:49
2011950,2,C,113.3,2023-09-25 16:12:48
2011948,2,C,114.2,2023-09-25 16:12:47
2011946,2,C,109.7,2023-09-25 16:12:46
2011944,2,C,113.3,2023-09-25 16:12:45
2011942,2,C,112.4,2023-09-25 16:12:44
2011940,2,C,108.5,2023-09-25 16:12:43
2011938,2,C,111.4,2023-09-25 16:12:42
2011936,2,C,112.4,2023-09-25 16:12:41
2011934,2,C,110.8,2023-09-25 16:12:40
2011932,2,C,112,2023-09-25 16:12:39
2011930,2,C,113.3,2023-09-25 16:12:38
2011928,2,C,110.8,2023-09-25 16:12:37
2011926,2,C,113.7,2023-09-25 16:12:36
2011924,2,C,109.7,2023-09-25 16:12:35
2011922,2,C,112.4,2023-09-25 16:12:34
2011920,2,C,112.4,2023-09-25 16:12:33
2011918,2,C,110.8,2023-09-25 16:12:32
2011915,2,C,110.2,2023-09-25 16:12:30
2011912,2,C,112,2023-09-25 16:12:29
2011909,2,C,111.4,2023-09-25 16:12:28
2011906,2,C,110.2,2023-09-25 16:12:27
2011903,2,C,108.5,2023-09-25 16:12:26
2011900,2,C,110.8,2023-09-25 16:12:25
2011897,2,C,110.2,2023-09-25 16:12:24
2011894,2,C,115.1,2023-09-25 16:12:23
2011891,2,C,110.2,2023-09-25 16:12:22
2011889,2,C,109.7,2023-09-25 16:12:21
2011886,2,C,115.1,2023-09-25 16:12:20
2011883,2,C,110.8,2023-09-25 16:12:19
2011880,2,C,113.7,2023-09-25 16:12:18
2011877,2,C,105.1,2023-09-25 16:12:17
2011874,2,C,110.8,2023-09-25 16:12:16
2011871,2,C,106.8,2023-09-25 16:12:15
2011868,2,C,109.1,2023-09-25 16:12:14
2011865,2,C,112,2023-09-25 16:12:12
2011862,2,C,109.7,2023-09-25 16:12:11
2011859,2,C,112.8,2023-09-25 16:12:10
2011856,2,C,111.4,2023-09-25 16:12:09
2011853,2,C,112,2023-09-25 16:12:08
2011850,2,C,112,2023-09-25 16:12:07
2011847,2,C,109.1,2023-09-25 16:12:06
2011844,2,C,114.2,2023-09-25 16:12:05
2011841,2,C,112.4,2023-09-25 16:12:04
2011838,2,C,112,2023-09-25 16:12:03
2011835,2,C,109.7,2023-09-25 16:12:02
2011833,2,C,112,2023-09-25 16:12:00
2011831,2,C,109.7,2023-09-25 16:11:59
2011829,2,C,112,2023-09-25 16:11:58
2011827,2,C,110.8,2023-09-25 16:11:57
2011825,2,C,111.4,2023-09-25 16:11:56
2011823,2,C,108,2023-09-25 16:11:55
2011821,2,C,106.8,2023-09-25 16:11:54
2011819,2,C,106.2,2023-09-25 16:11:53
2011817,2,C,105.1,2023-09-25 16:11:52
2011815,2,C,105.1,2023-09-25 16:11:51
2011813,2,C,104.5,2023-09-25 16:11:50
2011811,2,C,100,2023-09-25 16:11:49
2011809,2,C,101.9,2023-09-25 16:11:48
2011807,2,C,99.2,2023-09-25 16:11:47
2011805,2,C,102.6,2023-09-25 16:11:46
2011803,2,C,95,2023-09-25 16:11:45
2011801,2,C,101.3,2023-09-25 16:11:43
2011799,2,C,103.3,2023-09-25 16:11:42
2011797,2,C,100.6,2023-09-25 16:11:41
2011795,2,C,101.3,2023-09-25 16:11:40
2011793,2,C,101.3,2023-09-25 16:11:39
2011792,2,C,103.3,2023-09-25 16:11:38
2011790,2,C,97.6,2023-09-25 16:11:37
2011788,2,C,96,2023-09-25 16:11:36
2011786,2,C,101.3,2023-09-25 16:11:35
2011784,2,C,101.9,2023-09-25 16:11:34
2011782,2,C,102.6,2023-09-25 16:11:33
2011780,2,C,102.6,2023-09-25 16:11:32
2011778,2,C,99.2,2023-09-25 16:11:31
2011776,2,C,99.2,2023-09-25 16:11:30
