No,Machine,Point,Temp,Createtime
3272900,2,C,55.9,2023-09-25 09:50:00
3272899,2,C,56.8,2023-09-25 09:49:59
3272898,2,C,57,2023-09-25 09:49:58
3272897,2,C,54.4,2023-09-25 09:49:56
3272896,2,C,56.8,2023-09-25 09:49:55
3272895,2,C,55.6,2023-09-25 09:49:54
3272894,2,C,56.8,2023-09-25 09:49:53
3272893,2,C,55.8,2023-09-25 09:49:52
3272892,2,C,55.4,2023-09-25 09:49:51
3272891,2,C,56.5,2023-09-25 09:49:50
3272890,2,C,57.2,2023-09-25 09:49:49
3272889,2,C,54.7,2023-09-25 09:49:48
3272888,2,C,56.4,2023-09-25 09:49:47
3272887,2,C,56.6,2023-09-25 09:49:46
3272886,2,C,58,2023-09-25 09:49:45
3272885,2,C,56.8,2023-09-25 09:49:44
3272884,2,C,55.5,2023-09-25 09:49:43
3272883,2,C,56.9,2023-09-25 09:49:42
3272882,2,C,54.7,2023-09-25 09:49:41
3272881,2,C,56.7,2023-09-25 09:49:40
3272880,2,C,56,2023-09-25 09:49:39
3272879,2,C,56.2,2023-09-25 09:49:38
3272878,2,C,56.5,2023-09-25 09:49:37
3272877,2,C,56,2023-09-25 09:49:36
3272876,2,C,57.1,2023-09-25 09:49:35
3272875,2,C,54.9,2023-09-25 09:49:33
3272874,2,C,57,2023-09-25 09:49:32
3272873,2,C,57,2023-09-25 09:49:31
3272872,2,C,56.8,2023-09-25 09:49:30
3272871,2,C,56.2,2023-09-25 09:49:29
3272870,2,C,56.9,2023-09-25 09:49:28
3272869,2,C,57.2,2023-09-25 09:49:27
3272868,2,C,57.7,2023-09-25 09:49:26
3272867,2,C,57.8,2023-09-25 09:49:25
3272866,2,C,57.1,2023-09-25 09:49:24
3272865,2,C,56.6,2023-09-25 09:49:23
3272864,2,C,56,2023-09-25 09:49:22
3272863,2,C,56.4,2023-09-25 09:49:21
3272862,2,C,55.7,2023-09-25 09:49:20
3272861,2,C,56.2,2023-09-25 09:49:19
3272860,2,C,56.9,2023-09-25 09:49:18
3272859,2,C,58.7,2023-09-25 09:49:17
3272858,2,C,58.2,2023-09-25 09:49:16
3272857,2,C,57.8,2023-09-25 09:49:14
3272856,2,C,57.9,2023-09-25 09:49:13
3272855,2,C,57,2023-09-25 09:49:12
3272854,2,C,57.8,2023-09-25 09:49:11
3272853,2,C,56.6,2023-09-25 09:49:10
3272852,2,C,57.2,2023-09-25 09:49:09
3272851,2,C,57.7,2023-09-25 09:49:08
3272850,2,C,56,2023-09-25 09:49:07
3272849,2,C,56.4,2023-09-25 09:49:06
3272848,2,C,56.6,2023-09-25 09:49:05
3272847,2,C,56,2023-09-25 09:49:04
3272846,2,C,57.1,2023-09-25 09:49:03
3272845,2,C,56.9,2023-09-25 09:49:02
3272844,2,C,57.7,2023-09-25 09:49:01
3272843,2,C,56.1,2023-09-25 09:49:00
3272842,2,C,57.3,2023-09-25 09:48:59
3272841,2,C,56.8,2023-09-25 09:48:58
3272840,2,C,56.3,2023-09-25 09:48:56
3272839,2,C,57.1,2023-09-25 09:48:55
3272838,2,C,58.3,2023-09-25 09:48:54
3272837,2,C,57.4,2023-09-25 09:48:53
3272836,2,C,56.7,2023-09-25 09:48:52
3272835,2,C,56.9,2023-09-25 09:48:51
3272834,2,C,56.3,2023-09-25 09:48:50
3272833,2,C,57.4,2023-09-25 09:48:49
3272832,2,C,55.7,2023-09-25 09:48:48
3272831,2,C,57.9,2023-09-25 09:48:47
3272830,2,C,57.6,2023-09-25 09:48:46
3272829,2,C,56.4,2023-09-25 09:48:45
3272828,2,C,57.3,2023-09-25 09:48:44
3272827,2,C,58.2,2023-09-25 09:48:43
3272826,2,C,58.1,2023-09-25 09:48:42
3272825,2,C,56.5,2023-09-25 09:48:41
3272824,2,C,59.3,2023-09-25 09:48:40
3272823,2,C,58.7,2023-09-25 09:48:39
3272822,2,C,56.6,2023-09-25 09:48:38
3272821,2,C,58,2023-09-25 09:48:37
3272820,2,C,56.8,2023-09-25 09:48:36
3272819,2,C,56.3,2023-09-25 09:48:35
3272818,2,C,56.1,2023-09-25 09:48:33
3272817,2,C,57.3,2023-09-25 09:48:32
3272816,2,C,55.2,2023-09-25 09:48:31
3272815,2,C,57,2023-09-25 09:48:30
3272814,2,C,57.5,2023-09-25 09:48:29
3272813,2,C,57.9,2023-09-25 09:48:28
3272812,2,C,57.7,2023-09-25 09:48:27
3272811,2,C,57.7,2023-09-25 09:48:26
3272810,2,C,59.6,2023-09-25 09:48:25
3272809,2,C,58.2,2023-09-25 09:48:24
3272808,2,C,57.1,2023-09-25 09:48:23
3272807,2,C,58.3,2023-09-25 09:48:22
3272806,2,C,58.3,2023-09-25 09:48:21
3272805,2,C,57.6,2023-09-25 09:48:20
3272804,2,C,56.6,2023-09-25 09:48:19
3272803,2,C,58.1,2023-09-25 09:48:18
3272802,2,C,58.4,2023-09-25 09:48:17
3272801,2,C,58.5,2023-09-25 09:48:16
3272800,2,C,59.1,2023-09-25 09:48:15
3272799,2,C,58.4,2023-09-25 09:48:13
3272798,2,C,58.1,2023-09-25 09:48:12
3272797,2,C,57.8,2023-09-25 09:48:11
3272796,2,C,56.5,2023-09-25 09:48:10
3272795,2,C,57.4,2023-09-25 09:48:09
3272794,2,C,57.6,2023-09-25 09:48:08
3272793,2,C,57.2,2023-09-25 09:48:07
3272792,2,C,57.5,2023-09-25 09:48:06
3272791,2,C,58.3,2023-09-25 09:48:05
3272790,2,C,58.3,2023-09-25 09:48:04
3272789,2,C,58,2023-09-25 09:48:03
3272788,2,C,57,2023-09-25 09:48:02
3272787,2,C,57.1,2023-09-25 09:48:01
3272786,2,C,58.9,2023-09-25 09:48:00
3272785,2,C,55.9,2023-09-25 09:47:59
3272784,2,C,58.7,2023-09-25 09:47:58
3272783,2,C,57.6,2023-09-25 09:47:57
3272782,2,C,57.2,2023-09-25 09:47:56
3272781,2,C,57.7,2023-09-25 09:47:55
3272780,2,C,57.1,2023-09-25 09:47:54
3272779,2,C,57.8,2023-09-25 09:47:52
3272778,2,C,57.7,2023-09-25 09:47:51
3272777,2,C,58.2,2023-09-25 09:47:50
3272776,2,C,57.7,2023-09-25 09:47:49
3272775,2,C,58.4,2023-09-25 09:47:48
3272774,2,C,58.9,2023-09-25 09:47:47
3272773,2,C,60,2023-09-25 09:47:46
3272772,2,C,57.5,2023-09-25 09:47:45
3272771,2,C,57.4,2023-09-25 09:47:44
3272770,2,C,57.4,2023-09-25 09:47:43
3272769,2,C,58.6,2023-09-25 09:47:42
3272768,2,C,58,2023-09-25 09:47:41
3272767,2,C,56.2,2023-09-25 09:47:40
3272766,2,C,59.8,2023-09-25 09:47:39
3272765,2,C,57.7,2023-09-25 09:47:38
3272764,2,C,58.7,2023-09-25 09:47:37
3272763,2,C,57.8,2023-09-25 09:47:36
3272762,2,C,58.7,2023-09-25 09:47:35
3272761,2,C,58.8,2023-09-25 09:47:34
3272760,2,C,58.2,2023-09-25 09:47:33
3272759,2,C,57.5,2023-09-25 09:47:31
3272758,2,C,59.8,2023-09-25 09:47:30
3272757,2,C,60.5,2023-09-25 09:47:29
3272756,2,C,60.7,2023-09-25 09:47:28
3272755,2,C,58.5,2023-09-25 09:47:27
3272754,2,C,58,2023-09-25 09:47:26
3272753,2,C,58.8,2023-09-25 09:47:25
3272752,2,C,57.7,2023-09-25 09:47:24
3272751,2,C,57.6,2023-09-25 09:47:23
3272750,2,C,58.6,2023-09-25 09:47:22
3272749,2,C,58.3,2023-09-25 09:47:21
3272748,2,C,57.9,2023-09-25 09:47:20
3272747,2,C,58.6,2023-09-25 09:47:19
3272746,2,C,57.3,2023-09-25 09:47:18
3272745,2,C,58.4,2023-09-25 09:47:17
3272744,2,C,58.7,2023-09-25 09:47:16
3272743,2,C,59.4,2023-09-25 09:47:15
3272742,2,C,58.9,2023-09-25 09:47:14
3272741,2,C,58.2,2023-09-25 09:47:13
3272740,2,C,58.1,2023-09-25 09:47:12
3272739,2,C,59.4,2023-09-25 09:47:11
3272738,2,C,57.7,2023-09-25 09:47:10
3272737,2,C,58.3,2023-09-25 09:47:09
3272736,2,C,58.3,2023-09-25 09:47:08
3272735,2,C,58.4,2023-09-25 09:47:06
3272734,2,C,58.8,2023-09-25 09:47:05
3272733,2,C,57.5,2023-09-25 09:47:04
3272732,2,C,56.9,2023-09-25 09:47:03
3272731,2,C,57.2,2023-09-25 09:47:02
3272730,2,C,58.3,2023-09-25 09:47:01
3272729,2,C,59.2,2023-09-25 09:47:00
3272728,2,C,59,2023-09-25 09:46:59
3272727,2,C,60.3,2023-09-25 09:46:58
3272726,2,C,59.2,2023-09-25 09:46:57
3272725,2,C,59.4,2023-09-25 09:46:56
3272724,2,C,57.4,2023-09-25 09:46:55
3272723,2,C,58.9,2023-09-25 09:46:54
3272722,2,C,58.2,2023-09-25 09:46:53
3272721,2,C,57.4,2023-09-25 09:46:52
3272720,2,C,58.9,2023-09-25 09:46:51
3272719,2,C,57.8,2023-09-25 09:46:50
3272718,2,C,59.3,2023-09-25 09:46:49
3272717,2,C,58.2,2023-09-25 09:46:47
3272716,2,C,58.3,2023-09-25 09:46:46
3272715,2,C,58,2023-09-25 09:46:45
3272714,2,C,59.4,2023-09-25 09:46:44
3272713,2,C,57.9,2023-09-25 09:46:43
3272712,2,C,59.3,2023-09-25 09:46:42
3272711,2,C,58.5,2023-09-25 09:46:41
3272710,2,C,58,2023-09-25 09:46:40
3272709,2,C,57.7,2023-09-25 09:46:39
3272708,2,C,58.3,2023-09-25 09:46:38
3272707,2,C,58.1,2023-09-25 09:46:37
3272706,2,C,57.1,2023-09-25 09:46:36
3272705,2,C,59.2,2023-09-25 09:46:35
3272704,2,C,59.1,2023-09-25 09:46:34
3272703,2,C,59.1,2023-09-25 09:46:33
3272702,2,C,59.1,2023-09-25 09:46:32
3272701,2,C,56.5,2023-09-25 09:46:31
3272700,2,C,59.1,2023-09-25 09:46:30
3272699,2,C,57.8,2023-09-25 09:46:29
3272698,2,C,59.2,2023-09-25 09:46:28
3272697,2,C,59.8,2023-09-25 09:46:27
3272696,2,C,56.9,2023-09-25 09:46:26
3272695,2,C,58.5,2023-09-25 09:46:24
3272694,2,C,58.5,2023-09-25 09:46:23
3272693,2,C,58.4,2023-09-25 09:46:22
3272692,2,C,58.8,2023-09-25 09:46:21
3272691,2,C,57.7,2023-09-25 09:46:20
3272690,2,C,57.1,2023-09-25 09:46:19
3272689,2,C,59.1,2023-09-25 09:46:18
3272688,2,C,58.4,2023-09-25 09:46:17
3272687,2,C,58.8,2023-09-25 09:46:16
3272686,2,C,59.4,2023-09-25 09:46:15
3272685,2,C,57.6,2023-09-25 09:46:14
3272684,2,C,58,2023-09-25 09:46:13
3272683,2,C,58,2023-09-25 09:46:12
3272682,2,C,60,2023-09-25 09:46:11
3272681,2,C,59.4,2023-09-25 09:46:10
3272680,2,C,59.1,2023-09-25 09:46:09
3272679,2,C,58.6,2023-09-25 09:46:08
3272678,2,C,58.8,2023-09-25 09:46:07
3272677,2,C,58.7,2023-09-25 09:46:06
3272676,2,C,59.3,2023-09-25 09:46:05
3272675,2,C,58.7,2023-09-25 09:46:04
3272674,2,C,58.7,2023-09-25 09:46:02
3272673,2,C,58.3,2023-09-25 09:46:01
3272672,2,C,60,2023-09-25 09:46:00
3272671,2,C,59.4,2023-09-25 09:45:59
3272670,2,C,59.8,2023-09-25 09:45:58
3272669,2,C,58.9,2023-09-25 09:45:57
3272668,2,C,59.1,2023-09-25 09:45:56
3272667,2,C,59.2,2023-09-25 09:45:55
3272666,2,C,59.2,2023-09-25 09:45:54
3272665,2,C,59.2,2023-09-25 09:45:53
3272664,2,C,59.3,2023-09-25 09:45:52
3272663,2,C,59.6,2023-09-25 09:45:51
3272662,2,C,58.9,2023-09-25 09:45:50
3272661,2,C,58.4,2023-09-25 09:45:49
3272660,2,C,58.9,2023-09-25 09:45:48
3272659,2,C,59.1,2023-09-25 09:45:47
3272658,2,C,58.1,2023-09-25 09:45:46
3272657,2,C,59.5,2023-09-25 09:45:44
3272656,2,C,59,2023-09-25 09:45:43
3272655,2,C,57.7,2023-09-25 09:45:42
3272654,2,C,59.9,2023-09-25 09:45:41
3272653,2,C,58.6,2023-09-25 09:45:40
3272652,2,C,59,2023-09-25 09:45:39
3272651,2,C,59.4,2023-09-25 09:45:38
3272650,2,C,59.2,2023-09-25 09:45:37
3272649,2,C,58.9,2023-09-25 09:45:36
3272648,2,C,58.5,2023-09-25 09:45:35
3272647,2,C,59.1,2023-09-25 09:45:34
3272646,2,C,60.2,2023-09-25 09:45:33
3272645,2,C,58.3,2023-09-25 09:45:32
3272644,2,C,58.8,2023-09-25 09:45:31
3272643,2,C,59,2023-09-25 09:45:30
3272642,2,C,57.9,2023-09-25 09:45:29
3272641,2,C,58.7,2023-09-25 09:45:28
3272640,2,C,59.1,2023-09-25 09:45:26
3272639,2,C,59.5,2023-09-25 09:45:25
3272638,2,C,59.1,2023-09-25 09:45:24
3272637,2,C,59.1,2023-09-25 09:45:23
3272636,2,C,60.2,2023-09-25 09:45:22
3272635,2,C,59.5,2023-09-25 09:45:21
3272634,2,C,58.3,2023-09-25 09:45:20
3272633,2,C,59.5,2023-09-25 09:45:19
3272632,2,C,59.1,2023-09-25 09:45:18
3272631,2,C,58.6,2023-09-25 09:45:17
3272630,2,C,60,2023-09-25 09:45:16
3272629,2,C,60.8,2023-09-25 09:45:15
3272628,2,C,59.3,2023-09-25 09:45:14
3272627,2,C,59.3,2023-09-25 09:45:13
3272626,2,C,61.3,2023-09-25 09:45:12
3272625,2,C,59.9,2023-09-25 09:45:11
3272624,2,C,59.4,2023-09-25 09:45:09
3272623,2,C,58.5,2023-09-25 09:45:08
3272622,2,C,60.4,2023-09-25 09:45:07
3272621,2,C,60.6,2023-09-25 09:45:06
3272620,2,C,60,2023-09-25 09:45:05
3272619,2,C,59.9,2023-09-25 09:45:04
3272618,2,C,60.3,2023-09-25 09:45:03
3272617,2,C,60.5,2023-09-25 09:45:02
3272616,2,C,60.4,2023-09-25 09:45:01
3272615,2,C,58.8,2023-09-25 09:45:00
3272614,2,C,58.8,2023-09-25 09:44:59
3272613,2,C,60.1,2023-09-25 09:44:58
3272612,2,C,60.9,2023-09-25 09:44:57
3272611,2,C,60.4,2023-09-25 09:44:56
3272610,2,C,59.8,2023-09-25 09:44:55
3272609,2,C,59.7,2023-09-25 09:44:54
3272608,2,C,60.6,2023-09-25 09:44:53
3272607,2,C,59.4,2023-09-25 09:44:52
3272606,2,C,58.6,2023-09-25 09:44:51
3272605,2,C,59.1,2023-09-25 09:44:50
3272604,2,C,60.7,2023-09-25 09:44:49
3272603,2,C,59.7,2023-09-25 09:44:47
3272602,2,C,59.4,2023-09-25 09:44:46
3272601,2,C,59.8,2023-09-25 09:44:45
3272600,2,C,61.6,2023-09-25 09:44:44
3272599,2,C,59.3,2023-09-25 09:44:43
3272598,2,C,60.6,2023-09-25 09:44:42
3272597,2,C,61,2023-09-25 09:44:41
3272596,2,C,60.8,2023-09-25 09:44:40
3272595,2,C,58.8,2023-09-25 09:44:39
3272594,2,C,59.9,2023-09-25 09:44:38
3272593,2,C,61.1,2023-09-25 09:44:37
3272592,2,C,60.1,2023-09-25 09:44:36
3272591,2,C,61.1,2023-09-25 09:44:35
3272590,2,C,58.3,2023-09-25 09:44:34
3272589,2,C,59.1,2023-09-25 09:44:33
3272588,2,C,60.6,2023-09-25 09:44:32
3272587,2,C,58.9,2023-09-25 09:44:31
3272586,2,C,59.3,2023-09-25 09:44:30
3272585,2,C,59.3,2023-09-25 09:44:29
3272584,2,C,61.9,2023-09-25 09:44:28
3272583,2,C,60.1,2023-09-25 09:44:27
3272582,2,C,60.8,2023-09-25 09:44:26
3272581,2,C,60.9,2023-09-25 09:44:24
3272580,2,C,60.3,2023-09-25 09:44:23
3272579,2,C,58.5,2023-09-25 09:44:22
3272578,2,C,61,2023-09-25 09:44:21
3272577,2,C,60.6,2023-09-25 09:44:20
3272576,2,C,61.2,2023-09-25 09:44:19
3272575,2,C,60.4,2023-09-25 09:44:18
3272574,2,C,60.8,2023-09-25 09:44:17
3272573,2,C,62.7,2023-09-25 09:44:16
3272572,2,C,58.7,2023-09-25 09:44:15
3272571,2,C,60.3,2023-09-25 09:44:14
3272570,2,C,61.2,2023-09-25 09:44:13
3272569,2,C,61,2023-09-25 09:44:12
3272568,2,C,59.5,2023-09-25 09:44:11
3272567,2,C,59.7,2023-09-25 09:44:10
3272566,2,C,60,2023-09-25 09:44:09
3272565,2,C,59.9,2023-09-25 09:44:08
3272564,2,C,61,2023-09-25 09:44:07
3272563,2,C,59.8,2023-09-25 09:44:06
3272562,2,C,60.7,2023-09-25 09:44:05
3272561,2,C,59.3,2023-09-25 09:44:04
3272560,2,C,59.5,2023-09-25 09:44:02
3272559,2,C,61,2023-09-25 09:44:01
3272558,2,C,59.7,2023-09-25 09:44:00
3272557,2,C,60.6,2023-09-25 09:43:59
3272556,2,C,59.9,2023-09-25 09:43:58
3272555,2,C,61.3,2023-09-25 09:43:57
3272554,2,C,62.5,2023-09-25 09:43:56
3272553,2,C,60.2,2023-09-25 09:43:55
3272552,2,C,61.1,2023-09-25 09:43:54
3272551,2,C,60.5,2023-09-25 09:43:53
3272550,2,C,61.1,2023-09-25 09:43:52
3272549,2,C,61.1,2023-09-25 09:43:51
3272548,2,C,61.9,2023-09-25 09:43:50
3272547,2,C,60.7,2023-09-25 09:43:49
3272546,2,C,60.1,2023-09-25 09:43:48
3272545,2,C,61,2023-09-25 09:43:47
3272544,2,C,62.6,2023-09-25 09:43:46
3272543,2,C,60.5,2023-09-25 09:43:45
3272542,2,C,60,2023-09-25 09:43:43
3272541,2,C,61.2,2023-09-25 09:43:42
3272540,2,C,61.2,2023-09-25 09:43:41
3272539,2,C,62,2023-09-25 09:43:40
3272538,2,C,60.9,2023-09-25 09:43:39
3272537,2,C,61.9,2023-09-25 09:43:38
3272536,2,C,60.3,2023-09-25 09:43:37
3272535,2,C,61.3,2023-09-25 09:43:36
3272534,2,C,62.3,2023-09-25 09:43:35
3272533,2,C,61.8,2023-09-25 09:43:34
3272532,2,C,60.5,2023-09-25 09:43:33
3272531,2,C,61.5,2023-09-25 09:43:32
3272530,2,C,62.8,2023-09-25 09:43:31
3272529,2,C,59.1,2023-09-25 09:43:30
3272528,2,C,62.1,2023-09-25 09:43:29
3272527,2,C,60.1,2023-09-25 09:43:28
3272526,2,C,61.4,2023-09-25 09:43:27
3272525,2,C,61.3,2023-09-25 09:43:25
3272524,2,C,61.7,2023-09-25 09:43:24
3272523,2,C,60.1,2023-09-25 09:43:23
3272522,2,C,61.8,2023-09-25 09:43:22
3272521,2,C,61.5,2023-09-25 09:43:21
3272520,2,C,59.9,2023-09-25 09:43:20
3272519,2,C,61.1,2023-09-25 09:43:19
3272518,2,C,61.5,2023-09-25 09:43:18
3272517,2,C,60.2,2023-09-25 09:43:17
3272516,2,C,59.8,2023-09-25 09:43:16
3272515,2,C,61,2023-09-25 09:43:15
3272514,2,C,61.7,2023-09-25 09:43:14
3272513,2,C,61.6,2023-09-25 09:43:13
3272512,2,C,60.7,2023-09-25 09:43:12
3272511,2,C,61.7,2023-09-25 09:43:11
3272510,2,C,61.3,2023-09-25 09:43:10
3272509,2,C,60.3,2023-09-25 09:43:09
3272508,2,C,61.3,2023-09-25 09:43:08
3272507,2,C,61.8,2023-09-25 09:43:07
3272506,2,C,60,2023-09-25 09:43:06
3272505,2,C,61.1,2023-09-25 09:43:04
3272504,2,C,60.7,2023-09-25 09:43:03
3272503,2,C,61.5,2023-09-25 09:43:02
3272502,2,C,62,2023-09-25 09:43:01
3272501,2,C,61.3,2023-09-25 09:43:00
3272500,2,C,61.1,2023-09-25 09:42:59
3272499,2,C,61.9,2023-09-25 09:42:58
3272498,2,C,61.6,2023-09-25 09:42:57
3272497,2,C,60.6,2023-09-25 09:42:56
3272496,2,C,60.3,2023-09-25 09:42:55
3272495,2,C,60.4,2023-09-25 09:42:54
3272494,2,C,60.3,2023-09-25 09:42:53
3272493,2,C,59.7,2023-09-25 09:42:52
3272492,2,C,62,2023-09-25 09:42:51
3272491,2,C,61,2023-09-25 09:42:50
3272490,2,C,61,2023-09-25 09:42:49
3272489,2,C,60.8,2023-09-25 09:42:48
3272488,2,C,61.8,2023-09-25 09:42:46
3272487,2,C,61.1,2023-09-25 09:42:45
3272486,2,C,60.4,2023-09-25 09:42:44
3272485,2,C,61.2,2023-09-25 09:42:43
3272484,2,C,62.5,2023-09-25 09:42:42
3272483,2,C,61.6,2023-09-25 09:42:41
3272482,2,C,62,2023-09-25 09:42:40
3272481,2,C,61.1,2023-09-25 09:42:39
3272480,2,C,60.9,2023-09-25 09:42:38
3272479,2,C,60.9,2023-09-25 09:42:37
3272478,2,C,61.3,2023-09-25 09:42:36
3272477,2,C,62.3,2023-09-25 09:42:35
3272476,2,C,61.2,2023-09-25 09:42:33
3272475,2,C,62.6,2023-09-25 09:42:32
3272474,2,C,60.4,2023-09-25 09:42:31
3272473,2,C,60.9,2023-09-25 09:42:30
3272472,2,C,61.7,2023-09-25 09:42:29
3272471,2,C,60.9,2023-09-25 09:42:28
3272470,2,C,62,2023-09-25 09:42:27
3272469,2,C,61,2023-09-25 09:42:26
3272468,2,C,62.2,2023-09-25 09:42:25
3272467,2,C,62.3,2023-09-25 09:42:24
3272466,2,C,61.8,2023-09-25 09:42:23
3272465,2,C,60.4,2023-09-25 09:42:21
3272464,2,C,61,2023-09-25 09:42:20
3272463,2,C,62.3,2023-09-25 09:42:19
3272462,2,C,61.8,2023-09-25 09:42:18
3272461,2,C,62,2023-09-25 09:42:17
3272460,2,C,61,2023-09-25 09:42:16
3272459,2,C,62.8,2023-09-25 09:42:15
3272458,2,C,61.2,2023-09-25 09:42:14
3272457,2,C,61.3,2023-09-25 09:42:13
3272456,2,C,62.2,2023-09-25 09:42:12
3272455,2,C,62.6,2023-09-25 09:42:11
3272454,2,C,63.1,2023-09-25 09:42:10
3272453,2,C,61.7,2023-09-25 09:42:09
3272452,2,C,61,2023-09-25 09:42:08
3272451,2,C,62.2,2023-09-25 09:42:06
3272450,2,C,62.4,2023-09-25 09:42:05
3272449,2,C,61.6,2023-09-25 09:42:04
3272448,2,C,60.2,2023-09-25 09:42:03
3272447,2,C,62.6,2023-09-25 09:42:02
3272446,2,C,62,2023-09-25 09:42:01
3272445,2,C,61.9,2023-09-25 09:42:00
3272444,2,C,62.9,2023-09-25 09:41:59
3272443,2,C,61.8,2023-09-25 09:41:58
3272442,2,C,61.9,2023-09-25 09:41:57
3272441,2,C,62.1,2023-09-25 09:41:56
3272440,2,C,63.1,2023-09-25 09:41:55
3272439,2,C,61.8,2023-09-25 09:41:54
3272438,2,C,62.3,2023-09-25 09:41:53
3272437,2,C,61.4,2023-09-25 09:41:52
3272436,2,C,62.1,2023-09-25 09:41:51
3272435,2,C,63.1,2023-09-25 09:41:50
3272434,2,C,62.1,2023-09-25 09:41:49
3272433,2,C,62.7,2023-09-25 09:41:47
3272432,2,C,61.7,2023-09-25 09:41:46
3272431,2,C,63.2,2023-09-25 09:41:45
3272430,2,C,62.3,2023-09-25 09:41:44
3272429,2,C,62.5,2023-09-25 09:41:43
3272428,2,C,62.1,2023-09-25 09:41:42
3272427,2,C,62.3,2023-09-25 09:41:41
3272426,2,C,62.8,2023-09-25 09:41:40
3272425,2,C,63.1,2023-09-25 09:41:39
3272424,2,C,62.8,2023-09-25 09:41:38
3272423,2,C,62.9,2023-09-25 09:41:37
3272422,2,C,61.6,2023-09-25 09:41:36
3272421,2,C,63.3,2023-09-25 09:41:35
3272420,2,C,61.8,2023-09-25 09:41:34
3272419,2,C,63.3,2023-09-25 09:41:33
3272418,2,C,61.3,2023-09-25 09:41:32
3272417,2,C,62.1,2023-09-25 09:41:31
3272416,2,C,62.7,2023-09-25 09:41:30
3272415,2,C,63.4,2023-09-25 09:41:29
3272414,2,C,63.1,2023-09-25 09:41:27
3272413,2,C,61.1,2023-09-25 09:41:26
3272412,2,C,63.4,2023-09-25 09:41:25
3272411,2,C,61,2023-09-25 09:41:24
3272410,2,C,63.6,2023-09-25 09:41:23
3272409,2,C,63.4,2023-09-25 09:41:22
3272408,2,C,62.7,2023-09-25 09:41:21
3272407,2,C,62.8,2023-09-25 09:41:20
3272406,2,C,62.1,2023-09-25 09:41:19
3272405,2,C,62.7,2023-09-25 09:41:18
3272404,2,C,62,2023-09-25 09:41:17
3272403,2,C,62.1,2023-09-25 09:41:16
3272402,2,C,62.3,2023-09-25 09:41:15
3272401,2,C,63.5,2023-09-25 09:41:14
3272400,2,C,63.3,2023-09-25 09:41:13
3272399,2,C,62.6,2023-09-25 09:41:12
3272398,2,C,62.7,2023-09-25 09:41:11
3272397,2,C,63.7,2023-09-25 09:36:17
3272396,2,C,66.2,2023-09-25 09:36:16
3272395,2,C,66.8,2023-09-25 09:36:15
3272394,2,C,65.3,2023-09-25 09:36:14
3272393,2,C,66,2023-09-25 09:36:13
3272392,2,C,66.6,2023-09-25 09:36:12
3272391,2,C,65.9,2023-09-25 09:36:11
3272390,2,C,66.5,2023-09-25 09:36:10
3272389,2,C,66.9,2023-09-25 09:36:09
3272388,2,C,65.7,2023-09-25 09:36:08
3272387,2,C,66.4,2023-09-25 09:36:07
3272386,2,C,66.8,2023-09-25 09:36:06
3272385,2,C,65.3,2023-09-25 09:36:04
3272384,2,C,66.2,2023-09-25 09:36:03
3272383,2,C,65.9,2023-09-25 09:36:02
3272382,2,C,66.9,2023-09-25 09:36:01
3272381,2,C,67,2023-09-25 09:36:00
3272380,2,C,67.3,2023-09-25 09:35:59
3272379,2,C,67.1,2023-09-25 09:35:58
3272378,2,C,64.9,2023-09-25 09:35:57
3272376,2,C,66.3,2023-09-25 09:35:56
3272375,2,C,65.7,2023-09-25 09:35:55
3272374,2,C,67.3,2023-09-25 09:35:54
3272373,2,C,67,2023-09-25 09:35:49
3272372,2,C,66.8,2023-09-25 09:35:48
3272371,2,C,67.1,2023-09-25 09:35:46
3272370,2,C,67.8,2023-09-25 09:35:45
3271723,2,C,37.7,2023-09-25 16:00:56
3271722,2,C,31.9,2023-09-25 16:00:55
3271721,2,C,1.6,2023-09-25 16:00:53
3271720,2,C,4.2,2023-09-25 16:00:51
3271719,2,C,27.6,2023-09-25 16:00:49
3271718,2,C,8.7,2023-09-25 16:00:48
3271717,2,C,13,2023-09-25 16:00:47
3271716,2,C,13.8,2023-09-25 16:00:45
3271715,2,C,8.1,2023-09-25 16:00:44
3271714,2,C,5.7,2023-09-25 16:00:43
3271713,2,C,4.3,2023-09-25 16:00:42
3271712,2,C,5.4,2023-09-25 16:00:41
3271711,2,C,4.2,2023-09-25 16:00:39
3271710,2,C,2.2,2023-09-25 16:00:38
3271709,2,C,5.3,2023-09-25 16:00:37
3271708,2,C,5.2,2023-09-25 16:00:36
3271707,2,C,1.4,2023-09-25 16:00:35
3271706,2,C,5.8,2023-09-25 16:00:33
3271705,2,C,3,2023-09-25 16:00:32
3271704,2,C,57,2023-09-25 16:00:31
3271703,2,C,8.7,2023-09-25 16:00:30
3271702,2,C,10,2023-09-25 16:00:29
3271701,2,C,7.6,2023-09-25 16:00:27
3271700,2,C,8.8,2023-09-25 16:00:26
3271699,2,C,2.7,2023-09-25 16:00:25
3271698,2,C,68.2,2023-09-25 16:00:24
3271697,2,C,4.2,2023-09-25 16:00:23
3271696,2,C,6.1,2023-09-25 16:00:21
3271695,2,C,1,2023-09-25 16:00:20
3271419,2,C,5.1,2023-09-25 15:50:34
3271418,2,C,6.8,2023-09-25 15:50:33
3271416,2,C,10.3,2023-09-25 15:50:32
3271414,2,C,2.8,2023-09-25 15:50:31
3271412,2,C,9.1,2023-09-25 15:50:29
